Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
SEASTRAND,"750,000",581.26,"1,290",Oct-23,PASIR RIS LINK,Resale,Strata,54,"13,889",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
SOLEIL @ SINARAN,"3,200,000","1,463.9","2,186",Oct-23,SINARAN DRIVE,Resale,Strata,136,"23,529",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,31 to 35
NATHAN RESIDENCES,"1,138,888",592.02,"1,924",Oct-23,NATHAN ROAD,Resale,Strata,55,"20,707",-,Apartment,1,Freehold,10,Core Central Region,11 to 15
THE BAYSHORE,"1,308,888",979.52,"1,336",Oct-23,BAYSHORE ROAD,Resale,Strata,91,"14,383",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,21 to 25
ARCHIPELAGO,"1,240,000",828.83,"1,496",Oct-23,BEDOK RESERVOIR ROAD,Resale,Strata,77,"16,104",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05
PARK EAST,"2,660,000","1,689.95","1,574",Oct-23,JALAN TUA KONG,Resale,Strata,157,"16,943",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE TRILINQ,"2,400,000","1,517.72","1,581",Oct-23,JALAN LEMPENG,Resale,Strata,141,"17,021",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,11 to 15
QUEENS PEAK,"1,380,000",624.31,"2,210",Oct-23,DUNDEE ROAD,Resale,Strata,58,"23,793",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
BARTLEY RESIDENCES,"828,000",462.85,"1,789",Oct-23,LORONG HOW SUN,Resale,Strata,43,"19,256",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
ECO SANCTUARY,"1,500,000",979.52,"1,531",Oct-23,CHESTNUT AVENUE,Resale,Strata,91,"16,484",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,06 to 10
STARS OF KOVAN,"1,480,000",796.54,"1,858",Oct-23,UPPER SERANGOON ROAD,Resale,Strata,74,"20,000",-,Apartment,1,99 yrs lease commencing from 2015,19,Outside Central Region,16 to 20
BAYSHORE PARK,"1,230,000",936.47,"1,313",Oct-23,BAYSHORE ROAD,Resale,Strata,87,"14,138",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,06 to 10
J GATEWAY,"923,000",473.62,"1,949",Oct-23,GATEWAY DRIVE,Resale,Strata,44,"20,977",-,Condominium,1,99 yrs lease commencing from 2012,22,Outside Central Region,06 to 10
KATONG REGENCY,"1,100,000",559.73,"1,965",Oct-23,TANJONG KATONG ROAD,Resale,Strata,52,"21,154",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
HARBOUR VIEW GARDENS,"1,330,000",635.08,"2,094",Oct-23,PASIR PANJANG ROAD,Resale,Strata,59,"22,542",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
THE ARTE,"2,728,000","1,528.49","1,785",Oct-23,JALAN RAJA UDANG,Resale,Strata,142,"19,211",-,Condominium,1,Freehold,12,Rest of Central Region,16 to 20
THOMSON V TWO,"800,000",473.62,"1,689",Oct-23,SIN MING ROAD,Resale,Strata,44,"18,182",-,Apartment,1,Freehold,20,Rest of Central Region,01 to 05
CHILTERN PARK,"1,818,118","1,270.15","1,431",Oct-23,SERANGOON AVENUE 3,Resale,Strata,118,"15,408",-,Condominium,1,99 yrs lease commencing from 1991,19,Outside Central Region,01 to 05
THE ALPS RESIDENCES,"1,450,000","1,087.16","1,334",Oct-23,TAMPINES STREET 86,Resale,Strata,101,"14,356",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,06 to 10
COSTA RHU,"2,000,000","1,345.5","1,486",Oct-23,RHU CROSS,Resale,Strata,125,"16,000",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,11 to 15
ONE SHENTON,"1,880,000","1,097.93","1,712",Oct-23,SHENTON WAY,Resale,Strata,102,"18,431",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,21 to 25
MEIER SUITES,"6,700,000","4,165.67","1,608",Oct-23,MARGATE ROAD,Resale,Strata,387,"17,313",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
PARC RIVIERA,"1,620,000",990.29,"1,636",Oct-23,WEST COAST VALE,Resale,Strata,92,"17,609",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,31 to 35
THE STELLAR,"2,000,000","1,280.92","1,561",Oct-23,WEST COAST ROAD,Resale,Strata,119,"16,807",-,Condominium,1,Freehold,05,Outside Central Region,01 to 05
BARTLEY RESIDENCES,"1,980,000","1,184.04","1,672",Oct-23,LORONG HOW SUN,Resale,Strata,110,"18,000",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
GUILIN VIEW,"1,450,000","1,280.92","1,132",Oct-23,BUKIT BATOK STREET 52,Resale,Strata,119,"12,185",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,11 to 15
THE SIENA,"1,750,000",979.52,"1,787",Oct-23,TAN KIM CHENG ROAD,Resale,Strata,91,"19,231",-,Apartment,1,99 yrs lease commencing from 2013,10,Core Central Region,01 to 05
PARKVIEW APARTMENTS,"1,020,000","1,119.46",911,Oct-23,BUKIT BATOK STREET 25,Resale,Strata,104,"9,808",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,01 to 05
KIM KEAT LODGE,"1,850,000","1,259.39","1,469",Oct-23,KIM KEAT ROAD,Resale,Strata,117,"15,812",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
LA FIESTA,"1,510,000","1,001.05","1,508",Oct-23,SENGKANG SQUARE,Resale,Strata,93,"16,237",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
CENTRO RESIDENCES,"1,435,000",818.06,"1,754",Oct-23,ANG MO KIO AVENUE 8,Resale,Strata,76,"18,882",-,Condominium,1,99 yrs lease commencing from 2007,20,Outside Central Region,11 to 15
V ON SHENTON,"1,370,000",505.91,"2,708",Oct-23,SHENTON WAY,Resale,Strata,47,"29,149",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,46 to 50
HIGHGATE,"2,120,000","1,496.2","1,417",Oct-23,TOH TUCK ROAD,Resale,Strata,139,"15,252",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
BULLION PARK,"1,820,000","1,237.86","1,470",Oct-23,LENTOR LOOP,Resale,Strata,115,"15,826",-,Condominium,1,Freehold,26,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"1,850,000","1,162.51","1,591",Oct-23,FERNVALE ROAD,Resale,Strata,108,"17,130",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,21 to 25
COSTA DEL SOL,"2,260,000","1,345.5","1,680",Oct-23,BAYSHORE ROAD,Resale,Strata,125,"18,080",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,16 to 20
CYAN,"2,500,000","1,001.05","2,497",Oct-23,KENG CHIN ROAD,Resale,Strata,93,"26,882",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
8 RODYK,"3,000,000","1,227.1","2,445",Oct-23,RODYK STREET,Resale,Strata,114,"26,316",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
JARDIN,"3,315,000","1,700.71","1,949",Oct-23,DUNEARN ROAD,Resale,Strata,158,"20,981",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
BLUE HORIZON,"1,250,000",958,"1,305",Oct-23,WEST COAST CRESCENT,Resale,Strata,89,"14,045",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,01 to 05
THE LAKESHORE,"1,220,000",861.12,"1,417",Oct-23,JURONG WEST STREET 41,Resale,Strata,80,"15,250",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,06 to 10
THE LAURELS,"2,650,000","1,001.05","2,647",Oct-23,CAIRNHILL ROAD,Resale,Strata,93,"28,495",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
EIGHT COURTYARDS,"980,000",861.12,"1,138",Oct-23,CANBERRA DRIVE,Resale,Strata,80,"12,250",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
STEVEN'S COURT,"4,000,000","2,863.22","1,397",Oct-23,STEVENS ROAD,Resale,Strata,266,"15,038",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
THE PALETTE,"1,630,000","1,162.51","1,402",Oct-23,PASIR RIS GROVE,Resale,Strata,108,"15,093",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
VISTA RESIDENCES,"4,070,000","2,454.19","1,658",Oct-23,JALAN DATOH,Resale,Strata,228,"17,851",-,Condominium,1,Freehold,12,Rest of Central Region,31 to 35
MEADOWLODGE,"2,030,000","1,463.9","1,387",Oct-23,CHUN TIN ROAD,Resale,Strata,136,"14,926",-,Condominium,1,99 yrs lease commencing from 1997,21,Rest of Central Region,01 to 05
NV RESIDENCES,"680,000",505.91,"1,344",Oct-23,PASIR RIS GROVE,Resale,Strata,47,"14,468",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
SUITES @ PAYA LEBAR,"713,000",409.03,"1,743",Oct-23,UPPER PAYA LEBAR ROAD,Resale,Strata,38,"18,763",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
DUCHESS CREST,"2,920,000","1,840.64","1,586",Oct-23,DUCHESS AVENUE,Resale,Strata,171,"17,076",-,Condominium,1,99 yrs lease commencing from 1995,10,Core Central Region,01 to 05
KAP RESIDENCES,"1,018,000",538.2,"1,891",Oct-23,KING ALBERT PARK,Resale,Strata,50,"20,360",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
VILLA MARINA,"1,500,000","1,087.16","1,380",Oct-23,JALAN SEMPADAN,Resale,Strata,101,"14,851",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
THE MADEIRA,"1,500,000","1,270.15","1,181",Oct-23,BUKIT BATOK STREET 31,Resale,Strata,118,"12,712",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,21 to 25
THOMSON GRAND,"2,500,000","1,367.03","1,829",Oct-23,SIN MING WALK,Resale,Strata,127,"19,685",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,11 to 15
VACANZA @ EAST,"1,240,000",839.59,"1,477",Oct-23,LENGKONG TUJOH,Resale,Strata,78,"15,897",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
THE MEYERISE,"2,988,000","1,280.92","2,333",Oct-23,MEYER ROAD,Resale,Strata,119,"25,109",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
THE CLEMENT CANOPY,"2,110,000","1,108.69","1,903",Oct-23,CLEMENTI AVENUE 1,Resale,Strata,103,"20,485",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,21 to 25
INTERNATIONAL PLAZA,"1,860,000","1,603.84","1,160",Oct-23,ANSON ROAD,Resale,Strata,149,"12,483",-,Apartment,1,99 yrs lease commencing from 1970,02,Core Central Region,46 to 50
TRELLIS TOWERS,"2,740,000","1,485.43","1,845",Oct-23,LORONG 1 TOA PAYOH,Resale,Strata,138,"19,855",-,Condominium,1,Freehold,12,Rest of Central Region,06 to 10
GARDEN APARTMENTS,"5,200,000","2,475.72","2,100",Oct-23,ORANGE GROVE ROAD,Resale,Strata,230,"22,609",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
ST FRANCIS COURT,"1,300,000","1,227.1","1,059",Oct-23,ST. FRANCIS ROAD,Resale,Strata,114,"11,404",-,Apartment,1,99 yrs lease commencing from 1992,12,Rest of Central Region,06 to 10
R MAISON,"888,000",581.26,"1,528",Oct-23,SOMMERVILLE WALK,Resale,Strata,54,"16,444",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
URBAN VISTA,"1,270,000",850.36,"1,493",Oct-23,TANAH MERAH KECHIL LINK,Resale,Strata,79,"16,076",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
RIVERSAILS,"1,688,000","1,184.04","1,426",Oct-23,UPPER SERANGOON CRESCENT,Resale,Strata,110,"15,345",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
TANAMERA CREST,"1,418,000","1,205.57","1,176",Oct-23,PARI DEDAP WALK,Resale,Strata,112,"12,661",-,Condominium,1,99 yrs lease commencing from 2000,16,Outside Central Region,11 to 15
EIGHT COURTYARDS,"1,050,000",968.76,"1,084",Oct-23,CANBERRA DRIVE,Resale,Strata,90,"11,667",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
D'LEEDON,"1,230,000",635.08,"1,937",Oct-23,LEEDON HEIGHTS,Resale,Strata,59,"20,847",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,11 to 15
THE ASTON,"1,193,000",678.13,"1,759",Oct-23,KAY POH ROAD,Resale,Strata,63,"18,937",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
THE MEZZO,"1,350,000",839.59,"1,608",Oct-23,BALESTIER ROAD,Resale,Strata,78,"17,308",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE INTERWEAVE,"690,000",430.56,"1,603",Oct-23,KIM KEAT ROAD,Resale,Strata,40,"17,250",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE ACACIAS,"1,660,000","1,227.1","1,353",Oct-23,SOMMERVILLE ROAD,Resale,Strata,114,"14,561",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
PARK INFINIA AT WEE NAM,"3,350,000","1,463.9","2,288",Oct-23,LINCOLN ROAD,Resale,Strata,136,"24,632",-,Condominium,1,Freehold,11,Core Central Region,11 to 15
HOLLANDSWOOD COURT,"2,400,000","2,131.27","1,126",Oct-23,HOLLAND PARK,Resale,Strata,198,"12,121",-,Apartment,1,99 yrs lease commencing from 1975,10,Core Central Region,06 to 10
DAKOTA RESIDENCES,"2,460,000","1,291.68","1,904",Oct-23,DAKOTA CRESCENT,Resale,Strata,120,"20,500",-,Condominium,1,99 yrs lease commencing from 2007,14,Rest of Central Region,11 to 15
KERRISDALE,"1,450,000",990.29,"1,464",Oct-23,STURDEE ROAD,Resale,Strata,92,"15,761",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,11 to 15
STRATFORD COURT,"1,658,888","1,506.96","1,101",Oct-23,BEDOK RIA CRESCENT,Resale,Strata,140,"11,849",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
HOLLAND RESIDENCES,"2,200,000","1,614.6","1,363",Oct-23,TAMAN WARNA,Resale,Strata,150,"14,667",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
SKY GREEN,"875,000",473.62,"1,847",Oct-23,MACPHERSON ROAD,Resale,Strata,44,"19,886",-,Condominium,1,Freehold,13,Rest of Central Region,11 to 15
THE QUARTZ,"1,520,000","1,140.98","1,332",Oct-23,COMPASSVALE BOW,Resale,Strata,106,"14,340",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,06 to 10
CITYLIGHTS,"1,680,000",893.41,"1,880",Oct-23,JELLICOE ROAD,Resale,Strata,83,"20,241",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,16 to 20
CADENCE LIGHT,"1,200,000",850.36,"1,411",Oct-23,TELOK KURAU ROAD,Resale,Strata,79,"15,190",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
SHAN GATE APARTMENTS,"1,690,000","1,248.62","1,353",Oct-23,SHAN ROAD,Resale,Strata,116,"14,569",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
ECO SANCTUARY,"1,070,000",667.37,"1,603",Oct-23,CHESTNUT AVENUE,Resale,Strata,62,"17,258",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,21 to 25
JADE RESIDENCES,"935,000",548.96,"1,703",Oct-23,LEW LIAN VALE,Resale,Strata,51,"18,333",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
TIARA,"3,130,000","1,345.5","2,326",Oct-23,KIM SENG WALK,Resale,Strata,125,"25,040",-,Condominium,1,Freehold,09,Core Central Region,26 to 30
CLEMENTI PARK,"1,860,000","1,162.51","1,600",Oct-23,SUNSET WAY,Resale,Strata,108,"17,222",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
SOPHIA HILLS,"1,580,000",731.95,"2,159",Oct-23,MOUNT SOPHIA,Resale,Strata,68,"23,235",-,Condominium,1,99 yrs lease commencing from 2013,09,Core Central Region,01 to 05
BOTANNIA,"2,120,000","1,302.44","1,628",Oct-23,WEST COAST PARK,Resale,Strata,121,"17,521",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
THE WARREN,"1,310,000","1,227.1","1,068",Oct-23,CHOA CHU KANG LOOP,Resale,Strata,114,"11,491",-,Condominium,1,99 yrs lease commencing from 2001,23,Outside Central Region,01 to 05
CANBERRA RESIDENCES,"1,350,000","1,528.49",883,Oct-23,CANBERRA DRIVE,Resale,Strata,142,"9,507",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
LIVIA,"1,720,000","1,410.08","1,220",Oct-23,PASIR RIS GROVE,Resale,Strata,131,"13,130",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
THE MARQUE @ IRRAWADDY,"1,457,000",839.59,"1,735",Oct-23,SHAN ROAD,Resale,Strata,78,"18,679",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
THE CENTRIS,"1,670,000","1,065.64","1,567",Oct-23,JURONG WEST CENTRAL 3,Resale,Strata,99,"16,869",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,06 to 10
PARC ROSEWOOD,"680,000",527.44,"1,289",Oct-23,ROSEWOOD DRIVE,Resale,Strata,49,"13,878",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ROBERTSON 100,"2,000,000",871.88,"2,294",Oct-23,ROBERTSON QUAY,Resale,Strata,81,"24,691",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE WATERSIDE,"4,680,000","2,400.37","1,950",Oct-23,TANJONG RHU ROAD,Resale,Strata,223,"20,987",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
NORTHVALE,"808,000",721.19,"1,120",Oct-23,CHOA CHU KANG LOOP,Resale,Strata,67,"12,060",-,Apartment,1,99 yrs lease commencing from 1995,23,Outside Central Region,06 to 10
NOVENA COURT,"1,388,888",861.12,"1,613",Oct-23,JALAN NOVENA BARAT,Resale,Strata,80,"17,361",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
PARC OASIS,"1,560,000","1,506.96","1,035",Oct-23,JURONG EAST AVENUE 1,Resale,Strata,140,"11,143",-,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,01 to 05
BOATHOUSE RESIDENCES,"1,310,000","1,001.05","1,309",Oct-23,UPPER SERANGOON VIEW,Resale,Strata,93,"14,086",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
ALEXIS,"1,068,888",667.37,"1,602",Oct-23,ALEXANDRA ROAD,Resale,Strata,62,"17,240",-,Apartment,1,Freehold,03,Rest of Central Region,06 to 10
ASTORIA PARK,"1,440,000","1,194.8","1,205",Oct-23,LORONG MYDIN,Resale,Strata,111,"12,973",-,Condominium,1,99 yrs lease commencing from 1993,14,Outside Central Region,01 to 05
VARSITY PARK CONDOMINIUM,"1,900,000","1,280.92","1,483",Oct-23,WEST COAST ROAD,Resale,Strata,119,"15,966",-,Condominium,1,99 yrs lease commencing from 2004,05,Outside Central Region,01 to 05
WATERFRONT ISLE,"1,510,000",947.23,"1,594",Oct-23,BEDOK RESERVOIR ROAD,Resale,Strata,88,"17,159",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,01 to 05
EIGHT COURTYARDS,"1,300,000","1,011.82","1,285",Oct-23,CANBERRA DRIVE,Resale,Strata,94,"13,830",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,06 to 10
THE ALPS RESIDENCES,"945,000",699.66,"1,351",Oct-23,TAMPINES STREET 86,Resale,Strata,65,"14,538",-,Condominium,1,99 yrs lease commencing from 2015,18,Outside Central Region,01 to 05
PARC VISTA,"1,180,000","1,054.87","1,119",Oct-23,CORPORATION ROAD,Resale,Strata,98,"12,041",-,Condominium,1,99 yrs lease commencing from 1995,22,Outside Central Region,06 to 10
MAYFAIR GARDENS,"1,670,000",871.88,"1,915",Oct-23,RIFLE RANGE ROAD,Resale,Strata,81,"20,617",-,Condominium,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
REGENTVILLE,"1,250,000","1,076.4","1,161",Oct-23,HOUGANG STREET 92,Resale,Strata,100,"12,500",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,06 to 10
CENTRAL GROVE,"1,560,000","1,205.57","1,294",Oct-23,GEYLANG EAST AVENUE 1,Resale,Strata,112,"13,929",-,Condominium,1,99 yrs lease commencing from 1997,14,Rest of Central Region,01 to 05
STARS OF KOVAN,"1,325,000",731.95,"1,810",Oct-23,UPPER SERANGOON ROAD,Resale,Strata,68,"19,485",-,Apartment,1,99 yrs lease commencing from 2015,19,Outside Central Region,01 to 05
PARC RIVIERA,"2,090,000","1,184.04","1,765",Oct-23,WEST COAST VALE,Resale,Strata,110,"19,000",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,16 to 20
PINNACLE 16,"985,000",581.26,"1,695",Oct-23,SHAN ROAD,Resale,Strata,54,"18,241",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
WATER PLACE,"2,055,000","1,216.33","1,690",Oct-23,TANJONG RHU ROAD,Resale,Strata,113,"18,186",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,11 to 15
THOMSON VIEW CONDOMINIUM,"1,700,000","1,313.21","1,295",Oct-23,BRIGHT HILL DRIVE,Resale,Strata,122,"13,934",-,Condominium,1,99 yrs lease commencing from 1975,20,Rest of Central Region,21 to 25
RAFFLESIA CONDOMINIUM,"1,370,000",914.94,"1,497",Oct-23,BISHAN STREET 21,Resale,Strata,85,"16,118",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,06 to 10
PANDAN VALLEY,"3,980,000","2,981.63","1,335",Oct-23,PANDAN VALLEY,Resale,Strata,277,"14,368",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
ONE-NORTH RESIDENCES,"1,810,000",979.52,"1,848",Oct-23,ONE-NORTH GATEWAY,Resale,Strata,91,"19,890",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,01 to 05
THE VISION,"2,025,000","1,302.44","1,555",Oct-23,WEST COAST CRESCENT,Resale,Strata,121,"16,736",-,Condominium,1,99 yrs lease commencing from 2008,05,Outside Central Region,06 to 10
PARC ROSEWOOD,"640,000",430.56,"1,486",Oct-23,ROSEWOOD DRIVE,Resale,Strata,40,"16,000",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ASCENTIA SKY,"3,060,000","1,851.41","1,653",Oct-23,ALEXANDRA VIEW,Resale,Strata,172,"17,791",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,06 to 10
REGENT PARK,"1,100,000","1,054.87","1,043",Oct-23,JALAN LEMPENG,Resale,Strata,98,"11,224",-,Condominium,1,99 yrs lease commencing from 1993,05,Outside Central Region,01 to 05
PASIR PANJANG COURT,"1,610,000","1,334.74","1,206",Oct-23,PASIR PANJANG CLOSE,Resale,Strata,124,"12,984",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
RIO VISTA,"1,350,000","1,237.86","1,091",Oct-23,UPPER SERANGOON VIEW,Resale,Strata,115,"11,739",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,11 to 15
SENNETT RESIDENCE,"3,000,000","2,281.97","1,315",Oct-23,PHENG GECK AVENUE,Resale,Strata,212,"14,151",-,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,16 to 20
THE LINE @ TANJONG RHU,"1,080,000",419.8,"2,573",Oct-23,TANJONG RHU ROAD,Resale,Strata,39,"27,692",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
SKYLINE RESIDENCES,"2,900,000","1,345.5","2,155",Oct-23,TELOK BLANGAH ROAD,Resale,Strata,125,"23,200",-,Condominium,1,Freehold,04,Rest of Central Region,11 to 15
THE LANAI,"1,850,000","1,108.69","1,669",Oct-23,HILLVIEW AVENUE,Resale,Strata,103,"17,961",-,Condominium,1,999 yrs lease commencing from 1885,23,Outside Central Region,06 to 10
CLAREMONT,"2,430,000","1,367.03","1,778",Oct-23,KILLINEY ROAD,Resale,Strata,127,"19,134",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
SOLEIL @ SINARAN,"1,920,000",936.47,"2,050",Oct-23,SINARAN DRIVE,Resale,Strata,87,"22,069",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,31 to 35
CUSCADEN RESIDENCES,"3,850,000","1,453.14","2,649",Oct-23,CUSCADEN ROAD,Resale,Strata,135,"28,519",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
PALM ISLES,"1,268,000",990.29,"1,280",Oct-23,FLORA DRIVE,Resale,Strata,92,"13,783",-,Condominium,1,99 yrs lease commencing from 2011,17,Outside Central Region,06 to 10
SKIES MILTONIA,"1,560,000","1,313.21","1,188",Oct-23,MILTONIA CLOSE,Resale,Strata,122,"12,787",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,01 to 05
THE MILTONIA RESIDENCES,"2,200,000","2,077.45","1,059",Oct-23,MILTONIA CLOSE,Resale,Strata,193,"11,399",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
SOLEIL @ SINARAN,"2,440,000","1,097.93","2,222",Oct-23,SINARAN DRIVE,Resale,Strata,102,"23,922",-,Condominium,1,99 yrs lease commencing from 2006,11,Core Central Region,31 to 35
THE METROPOLITAN CONDOMINIUM,"1,431,000",785.77,"1,821",Oct-23,ALEXANDRA VIEW,Resale,Strata,73,"19,603",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,31 to 35
PARC ROSEWOOD,"1,820,000","2,314.26",786,Oct-23,ROSEWOOD DRIVE,Resale,Strata,215,"8,465",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
NICOLE GREEN,"1,270,000",925.7,"1,372",Oct-23,GUILLEMARD ROAD,Resale,Strata,86,"14,767",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE TRUMPS,"2,180,000","1,270.15","1,716",Oct-23,JALAN KEMBANGAN,Resale,Strata,118,"18,475",-,Condominium,1,99 yrs lease commencing from 2000,14,Outside Central Region,11 to 15
MAYSPRINGS,"910,000",807.3,"1,127",Oct-23,PETIR ROAD,Resale,Strata,75,"12,133",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,11 to 15
THE HILLFORD,"570,000",398.27,"1,431",Oct-23,JALAN JURONG KECHIL,Resale,Strata,37,"15,405",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05
EIGHT RIVERSUITES,"1,250,000",699.66,"1,787",Oct-23,WHAMPOA EAST,Resale,Strata,65,"19,231",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,11 to 15
