Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
SUITES @ SURREY,"1,730,000",925.7,"1,869",Jan-22,SURREY ROAD,Resale,Strata,86,"20,116",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
REGENTVILLE,"845,000",979.52,863,Jan-22,HOUGANG STREET 92,Resale,Strata,91,"9,286",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,11 to 15
HELIOS RESIDENCES,"2,800,000","1,280.92","2,186",Jan-22,CAIRNHILL CIRCLE,Resale,Strata,119,"23,529",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
BEDOK COURT,"2,068,000","2,411.14",858,Jan-22,BEDOK SOUTH AVENUE 3,Resale,Strata,224,"9,232",-,Condominium,1,99 yrs lease commencing from 1982,16,Outside Central Region,11 to 15
PALM LODGE,"1,800,000","1,528.49","1,178",Jan-22,LORONG 37 GEYLANG,Resale,Strata,142,"12,676",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE TATE RESIDENCES,"5,250,000","1,894.46","2,771",Jan-22,CLAYMORE ROAD,Resale,Strata,176,"29,830",-,Condominium,1,Freehold,09,Core Central Region,31 to 35
BISHAN 8,"1,780,000","1,528.49","1,165",Jan-22,BISHAN STREET 21,Resale,Strata,142,"12,535",-,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,01 to 05
EUHABITAT,"1,438,000","1,140.98","1,260",Jan-22,JALAN EUNOS,Resale,Strata,106,"13,566",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
ALESSANDREA,"1,700,000","1,097.93","1,548",Jan-22,ALEXANDRA ROAD,Resale,Strata,102,"16,667",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
AVILA GARDENS,"1,740,000","1,754.53",992,Jan-22,FLORA ROAD,Resale,Strata,163,"10,675",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
THE SUITES AT CENTRAL,"2,125,200","1,011.82","2,100",Jan-22,DEVONSHIRE ROAD,Resale,Strata,94,"22,609",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
CASA MERAH,"1,560,000","1,248.62","1,249",Jan-22,TANAH MERAH KECHIL AVENUE,Resale,Strata,116,"13,448",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"2,810,000","1,603.84","1,752",Jan-22,KEPPEL BAY VIEW,Resale,Strata,149,"18,859",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
GUILIN VIEW,"808,000",861.12,938,Jan-22,BUKIT BATOK STREET 52,Resale,Strata,80,"10,100",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,01 to 05
ESPA,"1,858,000","1,442.38","1,288",Jan-22,CASHEW ROAD,Resale,Strata,134,"13,866",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,01 to 05
PRESTO@UPPER SERANGOON,"600,000",419.8,"1,429",Jan-22,UPPER SERANGOON ROAD,Resale,Strata,39,"15,385",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE CENTREN,"1,200,000","1,022.58","1,174",Jan-22,LORONG 27 GEYLANG,Resale,Strata,95,"12,632",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
Q BAY RESIDENCES,"905,000",796.54,"1,136",Jan-22,TAMPINES STREET 86,Resale,Strata,74,"12,230",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
1 MOULMEIN RISE,"2,420,000","1,248.62","1,938",Jan-22,MOULMEIN RISE,Resale,Strata,116,"20,862",-,Apartment,1,Freehold,11,Core Central Region,16 to 20
KILAT 19,"2,110,000","1,840.64","1,146",Jan-22,LORONG KILAT,Resale,Strata,171,"12,339",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
TREVISTA,"2,870,000","1,819.12","1,578",Jan-22,LORONG 3 TOA PAYOH,Resale,Strata,169,"16,982",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,36 to 40
HAZEL PARK CONDOMINIUM,"3,350,000","2,680.24","1,250",Jan-22,HAZEL PARK TERRACE,Resale,Strata,249,"13,454",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,16 to 20
MI CASA,"1,100,000","1,119.46",983,Jan-22,CHOA CHU KANG AVENUE 3,Resale,Strata,104,"10,577",-,Condominium,1,99 yrs lease commencing from 2008,23,Outside Central Region,06 to 10
LE REGAL,"530,000",398.27,"1,331",Jan-22,GEYLANG ROAD,Resale,Strata,37,"14,324",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
PALMERA RESIDENCE,"1,460,000","1,162.51","1,256",Jan-22,LORONG N TELOK KURAU,Resale,Strata,108,"13,519",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
TURQUOISE,"3,108,150","2,142.04","1,451",Jan-22,COVE DRIVE,Resale,Strata,199,"15,619",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
CANBERRA RESIDENCES,"848,000",850.36,997,Jan-22,CANBERRA DRIVE,Resale,Strata,79,"10,734",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
BEVERLY HILL,"9,300,000","3,778.16","2,462",Jan-22,GRANGE ROAD,Resale,Strata,351,"26,496",-,Condominium,1,Freehold,10,Core Central Region,16 to 20
SUITES @ GUILLEMARD,"770,000",527.44,"1,460",Jan-22,LIM AH WOO ROAD,Resale,Strata,49,"15,714",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
LIVIA,"2,488,000","2,680.24",928,Jan-22,PASIR RIS GROVE,Resale,Strata,249,"9,992",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
8 RODYK,"1,550,000",721.19,"2,149",Jan-22,RODYK STREET,Resale,Strata,67,"23,134",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE MONTANA,"2,020,000",936.47,"2,157",Jan-22,JALAN MUTIARA,Resale,Strata,87,"23,218",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
SPACE @ KOVAN,"1,225,000",990.29,"1,237",Jan-22,YIO CHU KANG ROAD,Resale,Strata,92,"13,315",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
EMERY POINT,"1,938,000","1,313.21","1,476",Jan-22,IPOH LANE,Resale,Strata,122,"15,885",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE INFLORA,"850,000",818.06,"1,039",Jan-22,FLORA DRIVE,Resale,Strata,76,"11,184",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
ROSEWOOD SUITES,"656,000",678.13,967,Jan-22,ROSEWOOD DRIVE,Resale,Strata,63,"10,413",-,Condominium,1,99 yrs lease commencing from 2008,25,Outside Central Region,01 to 05
LAKESIDE TOWER,"2,150,000","3,875.04",555,Jan-22,YUAN CHING ROAD,Resale,Strata,360,"5,972",-,Apartment,1,99 yrs lease commencing from 1975,22,Outside Central Region,16 to 20
THE TROPICA,"1,540,000","1,517.72","1,015",Jan-22,TAMPINES AVENUE 1,Resale,Strata,141,"10,922",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
WATERBANK AT DAKOTA,"1,420,000",882.65,"1,609",Jan-22,DAKOTA CRESCENT,Resale,Strata,82,"17,317",-,Condominium,1,99 yrs lease commencing from 2009,14,Rest of Central Region,16 to 20
NV RESIDENCES,"670,000",656.6,"1,020",Jan-22,PASIR RIS GROVE,Resale,Strata,61,"10,984",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
EIGHT RIVERSUITES,"1,555,000","1,033.34","1,505",Jan-22,WHAMPOA EAST,Resale,Strata,96,"16,198",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,11 to 15
THE SERENADE @ HOLLAND,"2,120,000","1,506.96","1,407",Jan-22,HOLLAND ROAD,Resale,Strata,140,"15,143",-,Condominium,1,99 yrs lease commencing from 2001,10,Core Central Region,16 to 20
CITY GATE,"1,565,000",807.3,"1,939",Jan-22,BEACH ROAD,Resale,Strata,75,"20,867",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,26 to 30
CASA MERAH,"1,380,000","1,259.39","1,096",Jan-22,TANAH MERAH KECHIL AVENUE,Resale,Strata,117,"11,795",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,06 to 10
THE TAPESTRY,"760,000",473.62,"1,605",Jan-22,TAMPINES STREET 86,Resale,Strata,44,"17,273",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,06 to 10
SUNHAVEN,"1,405,000","1,291.68","1,088",Jan-22,UPPER CHANGI ROAD EAST,Resale,Strata,120,"11,708",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
CASA MERAH,"1,580,000","1,259.39","1,255",Jan-22,TANAH MERAH KECHIL AVENUE,Resale,Strata,117,"13,504",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,11 to 15
HILLBROOKS,"1,650,000","1,410.08","1,170",Jan-22,HILLVIEW AVENUE,Resale,Strata,131,"12,595",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
Q BAY RESIDENCES,"665,000",527.44,"1,261",Jan-22,TAMPINES STREET 86,Resale,Strata,49,"13,571",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
PARC ROSEWOOD,"695,000",602.78,"1,153",Jan-22,ROSEWOOD DRIVE,Resale,Strata,56,"12,411",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"678,000",602.78,"1,125",Jan-22,ROSEWOOD DRIVE,Resale,Strata,56,"12,107",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
KOVAN GRANDEUR,"540,000",365.98,"1,476",Jan-22,TAMPINES ROAD,Resale,Strata,34,"15,882",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
REGENT GROVE,"895,000","1,162.51",770,Jan-22,CHOA CHU KANG NORTH 7,Resale,Strata,108,"8,287",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,01 to 05
TANAMERA CREST,"1,130,000","1,173.28",963,Jan-22,PARI DEDAP WALK,Resale,Strata,109,"10,367",-,Condominium,1,99 yrs lease commencing from 2000,16,Outside Central Region,06 to 10
SIMS URBAN OASIS,"755,000",462.85,"1,631",Jan-22,SIMS DRIVE,Resale,Strata,43,"17,558",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
GLORIA MANSION,"70,300,000","36,317.74","1,936",Jan-22,PASIR PANJANG ROAD,Resale,Strata,"3,374","20,836",-,Apartment,31,Freehold,05,Rest of Central Region,01 to 05
THE RAINTREE,"1,570,000","1,270.15","1,236",Jan-22,BUKIT DRIVE,Resale,Strata,118,"13,305",-,Condominium,1,99 yrs lease commencing from 2003,21,Outside Central Region,06 to 10
PEOPLE'S PARK COMPLEX,"515,000",409.03,"1,259",Jan-22,PARK ROAD,Resale,Strata,38,"13,553",-,Apartment,1,99 yrs lease commencing from 1968,01,Rest of Central Region,26 to 30
THE TRUMPS,"1,780,000","1,270.15","1,401",Jan-22,JALAN KEMBANGAN,Resale,Strata,118,"15,085",-,Condominium,1,99 yrs lease commencing from 2000,14,Outside Central Region,16 to 20
NOVENA COURT,"1,150,000",775.01,"1,484",Jan-22,JALAN NOVENA BARAT,Resale,Strata,72,"15,972",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
BUCKLEY CLASSIQUE,"2,800,000","1,410.08","1,986",Jan-22,BUCKLEY ROAD,Resale,Strata,131,"21,374",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
THE PALETTE,"1,270,000","1,065.64","1,192",Jan-22,PASIR RIS GROVE,Resale,Strata,99,"12,828",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
WATER PLACE,"1,940,000","1,453.14","1,335",Jan-22,TANJONG RHU ROAD,Resale,Strata,135,"14,370",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,06 to 10
THE ACACIAS,"1,950,000","1,571.54","1,241",Jan-22,SOMMERVILLE ROAD,Resale,Strata,146,"13,356",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
BOTANIQUE AT BARTLEY,"1,735,000","1,130.22","1,535",Jan-22,UPPER PAYA LEBAR ROAD,Resale,Strata,105,"16,524",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,01 to 05
THE SANTORINI,"1,509,000","1,259.39","1,198",Jan-22,TAMPINES STREET 86,Resale,Strata,117,"12,897",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
BOATHOUSE RESIDENCES,"1,258,000","1,076.4","1,169",Jan-22,UPPER SERANGOON VIEW,Resale,Strata,100,"12,580",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
RIO VISTA,"1,180,000","1,248.62",945,Jan-22,UPPER SERANGOON VIEW,Resale,Strata,116,"10,172",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,06 to 10
THE GLACIER,"1,805,000","1,345.5","1,342",Jan-22,JOO CHIAT PLACE,Resale,Strata,125,"14,440",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
NEWEST,"785,000",570.49,"1,376",Jan-22,WEST COAST DRIVE,Resale,Strata,53,"14,811",-,Apartment,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
BARTLEY RIDGE,"1,130,000",721.19,"1,567",Jan-22,MOUNT VERNON ROAD,Resale,Strata,67,"16,866",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
EIS RESIDENCES,"600,000",419.8,"1,429",Jan-22,HAIG AVENUE,Resale,Strata,39,"15,385",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
URBAN VISTA,"780,000",559.73,"1,394",Jan-22,TANAH MERAH KECHIL LINK,Resale,Strata,52,"15,000",-,Condominium,1,99 yrs lease commencing from 2012,16,Outside Central Region,01 to 05
THE BEVERLY,"2,700,000","2,734.06",988,Jan-22,TOH TUCK ROAD,Resale,Strata,254,"10,630",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
CASPIAN,"1,568,000","1,237.86","1,267",Jan-22,LAKESIDE DRIVE,Resale,Strata,115,"13,635",-,Condominium,1,99 yrs lease commencing from 2008,22,Outside Central Region,01 to 05
MIMOSA PARK,"2,480,000","2,152.8","1,152",Jan-22,MIMOSA ROAD,Resale,Strata,200,"12,400",-,Condominium,1,Freehold,28,Outside Central Region,01 to 05
THE QUARTZ,"1,250,000","1,054.87","1,185",Jan-22,COMPASSVALE BOW,Resale,Strata,98,"12,755",-,Condominium,1,99 yrs lease commencing from 2005,19,Outside Central Region,11 to 15
VANADIUM,"1,638,000","1,130.22","1,449",Jan-22,HERTFORD ROAD,Resale,Strata,105,"15,600",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
WILKIE 87,"1,906,000","1,377.79","1,383",Jan-22,WILKIE ROAD,Resale,Strata,128,"14,891",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
VUE 8 RESIDENCE,"1,300,000","1,033.34","1,258",Jan-22,PASIR RIS HEIGHTS,Resale,Strata,96,"13,542",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,06 to 10
HALLMARK RESIDENCES,"3,030,000","1,431.61","2,116",Jan-22,EWE BOON ROAD,Resale,Strata,133,"22,782",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
THOMSON 800,"2,770,000","1,625.36","1,704",Jan-22,THOMSON ROAD,Resale,Strata,151,"18,344",-,Condominium,1,Freehold,11,Core Central Region,06 to 10
THE RIVERSIDE PIAZZA,"1,600,000","1,011.82","1,581",Jan-22,KENG CHEOW STREET,Resale,Strata,94,"17,021",-,Apartment,1,99 yrs lease commencing from 1992,01,Rest of Central Region,01 to 05
ROSEWOOD,"812,000","1,011.82",803,Jan-22,ROSEWOOD DRIVE,Resale,Strata,94,"8,638",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,06 to 10
LA FIESTA,"1,008,000",753.48,"1,338",Jan-22,SENGKANG SQUARE,Resale,Strata,70,"14,400",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
NEWTON 18,"1,210,000",613.55,"1,972",Jan-22,NEWTON ROAD,Resale,Strata,57,"21,228",-,Apartment,1,Freehold,11,Core Central Region,21 to 25
THE INTERLACE,"2,650,000","2,055.92","1,289",Jan-22,DEPOT ROAD,Resale,Strata,191,"13,874",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,01 to 05
CASPIAN,"1,135,000","1,001.05","1,134",Jan-22,LAKESIDE DRIVE,Resale,Strata,93,"12,204",-,Condominium,1,99 yrs lease commencing from 2008,22,Outside Central Region,11 to 15
THOMSON GRAND,"1,390,000","1,001.05","1,389",Jan-22,SIN MING WALK,Resale,Strata,93,"14,946",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,06 to 10
THE INFLORA,"785,000",742.72,"1,057",Jan-22,FLORA DRIVE,Resale,Strata,69,"11,377",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10
THE NEXUS,"1,940,000","1,065.64","1,821",Jan-22,BUKIT TIMAH ROAD,Resale,Strata,99,"19,596",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
TREVISTA,"1,300,000",893.41,"1,455",Jan-22,LORONG 3 TOA PAYOH,Resale,Strata,83,"15,663",-,Condominium,1,99 yrs lease commencing from 2008,12,Rest of Central Region,21 to 25
D'BANYAN,"980,000","1,097.93",893,Jan-22,JALAN SENDUDOK,Resale,Strata,102,"9,608",-,Apartment,1,999 yrs lease commencing from 1885,27,Outside Central Region,01 to 05
LAKE GRANDE,"980,000",613.55,"1,597",Jan-22,JURONG LAKE LINK,Resale,Strata,57,"17,193",-,Condominium,1,99 yrs lease commencing from 2015,22,Outside Central Region,11 to 15
NEWEST,"810,000",527.44,"1,536",Jan-22,WEST COAST DRIVE,Resale,Strata,49,"16,531",-,Apartment,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
COSTA RHU,"1,830,000","1,334.74","1,371",Jan-22,RHU CROSS,Resale,Strata,124,"14,758",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,06 to 10
THE SERENADE @ HOLLAND,"2,540,000","1,786.82","1,422",Jan-22,HOLLAND ROAD,Resale,Strata,166,"15,301",-,Condominium,1,99 yrs lease commencing from 2001,10,Core Central Region,16 to 20
THE SIERRA,"1,890,000","1,205.57","1,568",Jan-22,MOUNT SINAI DRIVE,Resale,Strata,112,"16,875",-,Apartment,1,947 yrs lease commencing from 1937,10,Core Central Region,06 to 10
GOLDENHILL PARK CONDOMINIUM,"2,280,000","1,313.21","1,736",Jan-22,MEI HWAN DRIVE,Resale,Strata,122,"18,689",-,Condominium,1,Freehold,20,Outside Central Region,16 to 20
CENTRA RESIDENCE,"1,160,000","1,108.69","1,046",Jan-22,LORONG 7 GEYLANG,Resale,Strata,103,"11,262",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
STRATUM,"888,000",775.01,"1,146",Jan-22,ELIAS ROAD,Resale,Strata,72,"12,333",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
VUE 8 RESIDENCE,"1,688,888","1,313.21","1,286",Jan-22,PASIR RIS HEIGHTS,Resale,Strata,122,"13,843",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
KOVAN REGENCY,"840,000",624.31,"1,345",Jan-22,KOVAN RISE,Resale,Strata,58,"14,483",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
THE HILLIER,"760,000",516.67,"1,471",Jan-22,HILLVIEW RISE,Resale,Strata,48,"15,833",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,16 to 20
THE MILTONIA RESIDENCES,"1,358,888","1,528.49",889,Jan-22,MILTONIA CLOSE,Resale,Strata,142,"9,570",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
THE MINTON,"1,490,000","1,216.33","1,225",Jan-22,HOUGANG STREET 11,Resale,Strata,113,"13,186",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,01 to 05
SUITES @ EASTCOAST,"640,000",365.98,"1,749",Jan-22,UPPER EAST COAST ROAD,Resale,Strata,34,"18,824",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE HILLFORD,"500,000",398.27,"1,255",Jan-22,JALAN JURONG KECHIL,Resale,Strata,37,"13,514",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05
EUHABITAT,"650,000",516.67,"1,258",Jan-22,JALAN EUNOS,Resale,Strata,48,"13,542",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
FLORAVIEW,"550,000",376.74,"1,460",Jan-22,ANG MO KIO STREET 66,Resale,Strata,35,"15,714",-,Apartment,1,Freehold,20,Outside Central Region,01 to 05
MEYER RESIDENCE,"2,300,000","1,151.75","1,997",Jan-22,MEYER PLACE,Resale,Strata,107,"21,495",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
LOFT @ NATHAN,"838,000",462.85,"1,811",Jan-22,NATHAN ROAD,Resale,Strata,43,"19,488",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
H2O RESIDENCES,"930,000",882.65,"1,054",Jan-22,FERNVALE LINK,Resale,Strata,82,"11,341",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,21 to 25
SOUTHAVEN II,"2,305,000","1,840.64","1,252",Jan-22,HINDHEDE WALK,Resale,Strata,171,"13,480",-,Condominium,1,999 yrs lease commencing from 1877,21,Outside Central Region,06 to 10
A TREASURE TROVE,"1,300,000","1,044.11","1,245",Jan-22,PUNGGOL WALK,Resale,Strata,97,"13,402",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
LIVIA,"1,600,000","1,539.25","1,039",Jan-22,PASIR RIS GROVE,Resale,Strata,143,"11,189",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
SCOTTS SQUARE,"2,224,900",635.08,"3,503",Jan-22,SCOTTS ROAD,Resale,Strata,59,"37,710",-,Apartment,1,Freehold,09,Core Central Region,21 to 25
AURA 83,"1,980,000","1,593.07","1,243",Jan-22,DUKU ROAD,Resale,Strata,148,"13,378",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
LAKEVILLE,"1,980,000","1,302.44","1,520",Jan-22,JURONG LAKE LINK,Resale,Strata,121,"16,364",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,11 to 15
CITYLIGHTS,"1,160,000",721.19,"1,608",Jan-22,JELLICOE ROAD,Resale,Strata,67,"17,313",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,21 to 25
CHILTERN PARK,"1,850,000","1,571.54","1,177",Jan-22,SERANGOON AVENUE 3,Resale,Strata,146,"12,671",-,Condominium,1,99 yrs lease commencing from 1991,19,Outside Central Region,01 to 05
MARINA ONE RESIDENCES,"1,700,000",753.48,"2,256",Jan-22,MARINA WAY,Resale,Strata,70,"24,286",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,26 to 30
ALEX RESIDENCES,"975,000",473.62,"2,059",Jan-22,ALEXANDRA VIEW,Resale,Strata,44,"22,159",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,36 to 40
SENNETT ESTATE,"990,000",818.06,"1,210",Jan-22,MACPHERSON ROAD,Resale,Strata,76,"13,026",-,Apartment,1,Freehold,13,Rest of Central Region,01 to 05
MOONSTONE VIEW,"1,225,000",850.36,"1,441",Jan-22,MOONSTONE LANE,Resale,Strata,79,"15,506",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
ALEXIS,"940,000",559.73,"1,679",Jan-22,ALEXANDRA ROAD,Resale,Strata,52,"18,077",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
SPRING GROVE,"2,185,000","1,388.56","1,574",Jan-22,GRANGE ROAD,Resale,Strata,129,"16,938",-,Condominium,1,99 yrs lease commencing from 1991,10,Core Central Region,11 to 15
WATERTOWN,"760,000",527.44,"1,441",Jan-22,PUNGGOL CENTRAL,Resale,Strata,49,"15,510",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
HILLION RESIDENCES,"790,000",548.96,"1,439",Jan-22,JELEBU ROAD,Resale,Strata,51,"15,490",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,06 to 10
PATERSON RESIDENCE,"3,660,000","1,496.2","2,446",Jan-22,PATERSON ROAD,Resale,Strata,139,"26,331",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
RIVERGATE,"5,300,000","1,894.46","2,798",Jan-22,ROBERTSON QUAY,Resale,Strata,176,"30,114",-,Apartment,1,Freehold,09,Core Central Region,31 to 35
THE QUAYSIDE,"1,630,000","1,130.22","1,442",Jan-22,ROBERTSON QUAY,Resale,Strata,105,"15,524",-,Apartment,1,99 yrs lease commencing from 1994,09,Core Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"586,000",484.38,"1,210",Jan-22,FLORA DRIVE,Resale,Strata,45,"13,022",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
MARINA ONE RESIDENCES,"4,410,000","1,582.31","2,787",Jan-22,MARINA WAY,Resale,Strata,147,"30,000",-,Apartment,1,99 yrs lease commencing from 2011,01,Core Central Region,31 to 35
FLAMINGO VALLEY,"3,750,000","2,572.6","1,458",Jan-22,SIGLAP ROAD,Resale,Strata,239,"15,690",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE PALETTE,"670,000",505.91,"1,324",Jan-22,PASIR RIS GROVE,Resale,Strata,47,"14,255",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
RIO VISTA,"1,095,000","1,248.62",877,Jan-22,UPPER SERANGOON VIEW,Resale,Strata,116,"9,440",-,Condominium,1,99 yrs lease commencing from 2001,19,Outside Central Region,01 to 05
STARVILLE,"1,545,000","1,270.15","1,216",Jan-22,LENGKONG TIGA,Resale,Strata,118,"13,093",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
CLOVER BY THE PARK,"1,690,000","1,216.33","1,389",Jan-22,BISHAN STREET 25,Resale,Strata,113,"14,956",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,11 to 15
CAIRNHILL PLAZA,"5,100,800","2,852.46","1,788",Jan-22,CAIRNHILL ROAD,Resale,Strata,265,"19,248",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
CENTRAL IMPERIAL,"720,000",602.78,"1,194",Jan-22,LORONG 14 GEYLANG,Resale,Strata,56,"12,857",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE MAYLEA,"2,308,888","1,657.66","1,393",Jan-22,PASIR PANJANG ROAD,Resale,Strata,154,"14,993",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
THE SANTORINI,"871,888",753.48,"1,157",Jan-22,TAMPINES STREET 86,Resale,Strata,70,"12,456",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
LIVIA,"1,220,000","1,259.39",969,Jan-22,PASIR RIS GROVE,Resale,Strata,117,"10,427",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
